Дата транзакции;id Клиента;№ операции;Сумма;Статус;email Клиента;Дата первой продажи;Номер когорты;Количество товаров;Товар 1;Товар 2;Товар 3;Товар 3.1;Месяц;Товар 1.1;Товар 2.1;Товар 3.2;Доставка;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Продукт 1;Продукт 2;Продукт 3;Продукт 4;Продукт 5;Продукт 6;Продукт 7;Продукт 8;Продукт 9;Продукт 10;Продукт 11;Продукт 12;Продукт 13;Продукт 14;Продукт 15;Продукт 16;Продукт 17
03.07.2021;1441;;5 050;completed;Charlottejackson13@yahoo.com;03.07.2021;7;3;2000.0;800.0;1900.0;;7;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2021;2596;;5 190;completed;Isabellaanderson66@mail.ru;01.08.2021;8;3;1100.0;240.0;3500.0;;8;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.2021;2395;;5 190;returned;Olivertaylor1987@outlook.com;26.06.2021;6;3;800.0;3500.0;890.0;;6;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.2021;3293;;9 350;completed;Avamartinez12@mail.ru;26.05.2021;5;3;3500.0;2000.0;3500.0;;11;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.02.2021;3196;;912;completed;Olivertaylor13@yahoo.com;25.02.2021;2;2;;587.0;325.0;;2;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.01.2022;3021;;3 125;completed;Avathomas1987@mail.ru;08.01.2022;13;3;800.0;2000.0;325.0;;13;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09.2021;2838;;2 800;returned;Alexandermartinez0@mail.ru;29.04.2021;4;2;;800.0;2000.0;;9;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.09.2021;2016;;2 575;returned;Oliverwilliams33@yahoo.com;15.09.2021;9;3;800.0;325.0;1100.0;;9;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.07.2021;1595;;2 277;completed;alexanderanderson0@gmail.com;11.03.2021;3;3;240.0;1100.0;587.0;;7;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.2021;2047;;2 565;completed;lucasmartinez88@gmail.com;02.07.2021;7;3;325.0;240.0;2000.0;;7;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.2021;1261;;3 240;completed;Emmataylor2007@yahoo.com;02.07.2021;7;3;1900.0;240.0;1100.0;;7;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.02.2021;2019;;1 717;completed;Liamwilliams33@yahoo.com;19.02.2021;2;3;890.0;240.0;587.0;;2;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.05.2021;2972;;4 975;completed;oliveranderson66@gmail.com;06.04.2021;4;3;3500.0;800.0;325.0;;5;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.11.2021;3809;;1 125;completed;charlottemoore33@gmail.com;23.02.2021;2;2;800.0;325.0;;;11;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.02.2022;1801;;5 490;completed;Williamthomas12@yahoo.com;15.04.2021;4;2;240.0;4900.0;;;14;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.11.2021;3379;;6 050;completed;Isabellamoore66@yandex.ru;12.11.2021;11;2;800.0;;4900.0;;11;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.01.2022;4019;;4 630;completed;williamthomas88@gmail.com;02.07.2021;7;3;240.0;890.0;3500.0;;13;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.2021;1421;;4 415;completed;Alexandermartinez0@yahoo.com;25.05.2021;5;3;3500.0;240.0;325.0;;5;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.2021;2606;;6 437;completed;Charlottethomas0@yahoo.com;28.06.2021;6;3;2000.0;587.0;3500.0;;6;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.09.2021;2241;;325;completed;Alexandermartinez0@yandex.ru;14.09.2021;9;1;;325.0;;;9;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.02.2021;2946;;7 300;completed;Oliverthomas12@mail.ru;17.02.2021;2;3;3500.0;1900.0;1900.0;;2;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.02.2022;1965;;2 800;returned;Charlottejackson1987@yandex.ru;26.07.2021;7;2;2000.0;800.0;;;14;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.10.2021;2801;;2 700;completed;Lucasmoore66@yandex.ru;26.06.2021;6;2;1900.0;;800.0;;10;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.11.2021;3059;;3 680;returned;liamtaylor88@gmail.com;14.03.2021;3;3;1900.0;890.0;890.0;;11;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.2021;1407;;3 980;completed;Williamjackson0@yandex.ru;08.06.2021;6;3;3500.0;240.0;240.0;;11;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.12.2021;3916;;4 630;returned;Sophiamartinez12@mail.ru;11.07.2021;7;3;3500.0;890.0;240.0;;12;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.12.2021;1664;;4 625;completed;Alexanderthomas12@mail.ru;12.03.2021;3;3;3500.0;325.0;800.0;;12;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.2021;4060;;3 827;completed;Charlottewilliams88@mail.ru;18.05.2021;5;3;587.0;890.0;2000.0;;5;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.06.2021;3720;;1 425;completed;isabellajackson66@gmail.com;07.06.2021;6;2;325.0;1100.0;;;6;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.03.2021;3368;;7 400;completed;alexandermoore1993@gmail.com;17.03.2021;3;3;1900.0;3500.0;2000.0;;3;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.03.2021;3162;;9 200;completed;Liammoore1993@mail.ru;17.03.2021;3;3;4900.0;3500.0;800.0;;3;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09.2021;4160;;6 587;completed;charlottethomas13@gmail.com;05.09.2021;9;3;587.0;1100.0;4900.0;;9;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.02.2021;3531;;2 812;completed;Alexanderjackson1993@outlook.com;16.02.2021;2;3;325.0;587.0;1900.0;;2;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.2021;3978;;5 730;completed;avamoore88@gmail.com;13.06.2021;6;3;4900.0;240.0;240.0;;6;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.09.2021;2771;;5 490;completed;Avalopez66@mail.ru;21.09.2021;9;2;4900.0;240.0;;;9;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.07.2021;2194;;3 740;completed;Oliverlopez33@mail.ru;03.04.2021;4;2;240.0;3500.0;;;7;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09.2021;3799;;3 825;completed;Williammoore12@mail.ru;27.03.2021;3;2;;325.0;3500.0;;9;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.01.2022;4027;;7 700;completed;Alexanderwilliams88@yandex.ru;14.04.2021;4;3;2000.0;4900.0;800.0;;13;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.07.2021;3928;;8 750;returned;alexandersmith66@gmail.com;15.07.2021;7;2;3500.0;;4900.0;;7;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.05.2021;1343;;3 325;completed;Avathomas0@yandex.ru;03.05.2021;5;3;1900.0;325.0;1100.0;;5;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.03.2021;3761;;3 025;completed;williamwilliams1987@gmail.com;09.03.2021;3;3;1900.0;325.0;800.0;;3;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.03.2021;2290;;2 140;completed;Liamtaylor1987@yahoo.com;27.03.2021;3;3;240.0;1100.0;800.0;;3;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.02.2022;3375;;3 290;returned;Oliverjackson1987@yandex.ru;05.02.2022;14;3;240.0;800.0;1900.0;;14;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.03.2021;3981;;4 412;completed;Emmathomas69@mail.ru;08.03.2021;3;3;3500.0;587.0;325.0;;3;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.01.2022;2461;;5 187;completed;Lucaswilliams88@outlook.com;29.03.2021;3;3;1100.0;587.0;3500.0;;13;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.2021;1562;;3 825;completed;isabellathomas33@gmail.com;21.06.2021;6;2;325.0;;3500.0;;6;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.12.2021;3310;;3 287;completed;isabellalopez69@gmail.com;03.12.2021;12;3;1900.0;587.0;800.0;;12;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.11.2021;1842;;6 727;completed;Liamlopez1993@outlook.com;20.02.2021;2;3;890.0;4900.0;587.0;;11;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.09.2021;1411;;5 450;completed;Charlottejackson12@yandex.ru;01.09.2021;9;3;800.0;800.0;3500.0;;9;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.02.2022;1660;;9 550;completed;williamlopez13@gmail.com;12.07.2021;7;3;3500.0;800.0;4900.0;;14;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.08.2021;3350;;6 200;completed;Lucasmoore88@yahoo.com;31.08.2021;8;3;3500.0;1900.0;800.0;;8;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.04.2021;3495;;2 015;completed;Olivertaylor66@yandex.ru;17.04.2021;4;3;325.0;1100.0;240.0;;4;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.03.2021;3045;;2 190;completed;Charlotteanderson1993@mail.ru;25.03.2021;3;3;800.0;240.0;800.0;;3;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.07.2021;2552;;3 890;completed;charlottemartinez12@gmail.com;20.07.2021;7;3;1900.0;890.0;1100.0;;7;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2021;2124;;4 975;completed;williammoore2007@gmail.com;06.11.2021;11;3;800.0;325.0;3500.0;;11;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.02.2021;3392;;1 802;completed;Liamlopez0@yahoo.com;23.02.2021;2;3;325.0;587.0;890.0;;2;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.08.2021;3794;;6 500;completed;Oliverthomas1993@yahoo.com;06.08.2021;8;3;800.0;800.0;4900.0;;8;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2021;1954;;4 600;completed;Isabellathomas0@yahoo.com;01.03.2021;3;3;800.0;1900.0;1900.0;;3;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.12.2021;2659;;8 640;completed;Liamtaylor1993@yahoo.com;24.07.2021;7;3;240.0;4900.0;3500.0;;12;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.05.2021;3598;;2 487;completed;Sophiamoore33@yandex.ru;06.05.2021;5;2;587.0;1900.0;;;5;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.07.2021;3925;;1 480;completed;Lucaswilliams69@mail.ru;16.07.2021;7;2;240.0;;890.0;;7;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.2021;2245;;9 150;returned;emmathomas69@gmail.com;29.04.2021;4;3;4900.0;1900.0;2000.0;;6;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.04.2021;2639;;10 950;completed;Charlottetaylor1993@yahoo.com;16.04.2021;4;3;4900.0;4900.0;800.0;;4;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.08.2021;3271;;7 487;returned;Sophiabrown13@mail.ru;22.08.2021;8;3;4900.0;587.0;2000.0;;8;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.12.2021;1607;;4 087;completed;Emmathomas2007@outlook.com;28.06.2021;6;2;;587.0;3500.0;;12;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.09.2021;3900;;890;completed;Oliverwilliams69@yandex.ru;28.09.2021;9;1;;;890.0;;9;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.03.2021;2204;;2 015;returned;Lucasanderson2007@yahoo.com;22.03.2021;3;3;325.0;890.0;800.0;;3;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.01.2022;1440;;5 240;completed;Isabellataylor66@mail.ru;07.01.2022;13;3;2000.0;2000.0;890.0;;13;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.12.2021;4173;;1 480;completed;Lucassmith66@yandex.ru;27.03.2021;3;2;;240.0;890.0;;12;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.10.2021;3870;;1 475;returned;Alexanderwilliams13@outlook.com;23.10.2021;10;2;325.0;;800.0;;10;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.12.2021;4066;;10 900;completed;Isabellasmith1987@yandex.ru;09.04.2021;4;3;4900.0;1100.0;4900.0;;12;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.2021;2351;;2 670;completed;sophiasmith66@gmail.com;07.07.2021;7;3;890.0;890.0;890.0;;7;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.02.2021;2069;;2 565;completed;Alexanderlopez1987@outlook.com;26.02.2021;2;3;240.0;2000.0;325.0;;2;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
